;;Visual Properties;;;;;Labels;;;Graph Metrics;Do Not Edit;;Other Columns;;;;;;;;;;;;
Vertex 1;Vertex 2;Color;Width;Style;Opacity;Visibility;Label;Label Text Color;Label Font Size;Reciprocated?;ID;Dynamic Filter;Add Your Own Columns Here;Relationship;Relationship Date (UTC);Tweet;URLs in Tweet;Domains in Tweet;Hashtags in Tweet;Tweet Date (UTC);Twitter Page for Tweet;Latitude;Longitude;Imported ID;In-Reply-To Tweet ID
carmela_oltre;davidpuente;;;;;;;;;;;;;Mentions;3-5-2021 09:53;RT @DavidPuente: Dal profilo di uno dei due No vax arrestati con l'accusa di aver organizzato l’attentato incendiario (molotov) al centro t…;;;;3-5-2021 09:53;https://twitter.com/#!/carmela_oltre/status/1389156248239714305;;;1389156248239714305;
il_paradroide;liliaragnar;;;;;;;;;;;;;Mentions;3-5-2021 09:32;RT @A_Wubber_one: A proposito, qualcuno ha letto commenti sull'attentato da parte della mmerda #Qanon #NoVax vecchia #QAzzara @liliaragnar?…;;;qanon novax qazzara;3-5-2021 09:32;https://twitter.com/#!/il_paradroide/status/1389150883422916609;;;1389150883422916609;
a_wubber_one;davidpuente;;;;;;;;;;;;;Mentions;3-5-2021 09:28;RT @DavidPuente: Dal profilo di uno dei due No vax arrestati con l'accusa di aver organizzato l’attentato incendiario (molotov) al centro t…;;;;3-5-2021 09:28;https://twitter.com/#!/a_wubber_one/status/1389149879537131521;;;1389149879537131521;
a_wubber_one;a_wubber_one;;;;;;;;;;;;;Tweet;3-5-2021 09:31;A proposito, qualcuno ha letto commenti sull'attentato da parte della mmerda #Qanon #NoVax vecchia #QAzzara… https://t.co/vT6uSXi1lI;https://twitter.com/i/web/status/1389150610944143361;twitter.com;qanon novax qazzara;3-5-2021 09:31;https://twitter.com/#!/a_wubber_one/status/1389150610944143361;;;1389150610944143361;
il_paradroide;a_wubber_one;;;;;;;;;;;;;Mentions;3-5-2021 09:32;RT @A_Wubber_one: A proposito, qualcuno ha letto commenti sull'attentato da parte della mmerda #Qanon #NoVax vecchia #QAzzara @liliaragnar?…;;;qanon novax qazzara;3-5-2021 09:32;https://twitter.com/#!/il_paradroide/status/1389150883422916609;;;1389150883422916609;
il_paradroide;davidpuente;;;;;;;;;;;;;Mentions;3-5-2021 09:53;RT @DavidPuente: Dal profilo di uno dei due No vax arrestati con l'accusa di aver organizzato l’attentato incendiario (molotov) al centro t…;;;;3-5-2021 09:53;https://twitter.com/#!/il_paradroide/status/1389156255659401221;;;1389156255659401221;
66gio;davidpuente;;;;;;;;;;;;;Mentions;3-5-2021 09:51;RT @DavidPuente: Dal profilo di uno dei due No vax arrestati con l'accusa di aver organizzato l’attentato incendiario (molotov) al centro t…;;;;3-5-2021 09:51;https://twitter.com/#!/66gio/status/1389155588920258560;;;1389155588920258560;
66gio;davidpuente;;;;;;;;;;;;;Mentions;3-5-2021 09:54;RT @DavidPuente: Dal profilo di uno dei due No vax arrestati con l'accusa di aver organizzato l’attentato incendiario (molotov) al centro t…;;;;3-5-2021 09:54;https://twitter.com/#!/66gio/status/1389156301016649729;;;1389156301016649729;
lucasalvarani11;davidpuente;;;;;;;;;;;;;Mentions;3-5-2021 09:56;RT @DavidPuente: Dal profilo di uno dei due No vax arrestati con l'accusa di aver organizzato l’attentato incendiario (molotov) al centro t…;;;;3-5-2021 09:56;https://twitter.com/#!/lucasalvarani11/status/1389156828127408130;;;1389156828127408130;
alex50va;davidpuente;;;;;;;;;;;;;Mentions;3-5-2021 09:56;RT @DavidPuente: Dal profilo di uno dei due No vax arrestati con l'accusa di aver organizzato l’attentato incendiario (molotov) al centro t…;;;;3-5-2021 09:56;https://twitter.com/#!/alex50va/status/1389156966942101506;;;1389156966942101506;
ramblingrose100;bombshelldaily;;;;;;;;;;;;;Mentions;3-5-2021 09:59;"RT @BombshellDAILY: WHY THOSE THAT CONTINUE TO SUPPORT TRUMP ARE INSANE
Clinical explanation from Psychology Today.
#cultism #personality #…";;;cultism personality;3-5-2021 09:59;https://twitter.com/#!/ramblingrose100/status/1389157716690571266;;;1389157716690571266;
rafelez;davidpuente;;;;;;;;;;;;;Mentions;3-5-2021 10:00;RT @DavidPuente: Dal profilo di uno dei due No vax arrestati con l'accusa di aver organizzato l’attentato incendiario (molotov) al centro t…;;;;3-5-2021 10:00;https://twitter.com/#!/rafelez/status/1389157955854012417;;;1389157955854012417;
jeanlucp1972;davidpuente;;;;;;;;;;;;;Mentions;3-5-2021 10:02;RT @DavidPuente: Dal profilo di uno dei due No vax arrestati con l'accusa di aver organizzato l’attentato incendiario (molotov) al centro t…;;;;3-5-2021 10:02;https://twitter.com/#!/jeanlucp1972/status/1389158304916647940;;;1389158304916647940;
lore944;davidpuente;;;;;;;;;;;;;Mentions;3-5-2021 10:03;RT @DavidPuente: Dal profilo di uno dei due No vax arrestati con l'accusa di aver organizzato l’attentato incendiario (molotov) al centro t…;;;;3-5-2021 10:03;https://twitter.com/#!/lore944/status/1389158680784932864;;;1389158680784932864;
fuffaforte;davidpuente;;;;;;;;;;;;;Mentions;3-5-2021 10:03;RT @DavidPuente: Dal profilo di uno dei due No vax arrestati con l'accusa di aver organizzato l’attentato incendiario (molotov) al centro t…;;;;3-5-2021 10:03;https://twitter.com/#!/fuffaforte/status/1389158711416004608;;;1389158711416004608;
yuna_hikari;davidpuente;;;;;;;;;;;;;Mentions;3-5-2021 10:05;RT @DavidPuente: Dal profilo di uno dei due No vax arrestati con l'accusa di aver organizzato l’attentato incendiario (molotov) al centro t…;;;;3-5-2021 10:05;https://twitter.com/#!/yuna_hikari/status/1389159064848961538;;;1389159064848961538;
adrianoertli;adrianoertli;;;;;;;;;;;;;Tweet;3-5-2021 10:06;"https://t.co/dOc6NnRA9B

#qanon #Trauma #falsememory #Verschwörungstheorie #satanismus #satanicpanic";https://youtu.be/DcVFRNG3PLs;youtu.be;qanon trauma falsememory verschwörungstheorie satanismus satanicpanic;3-5-2021 10:06;https://twitter.com/#!/adrianoertli/status/1389159306340315143;;;1389159306340315143;
thealiica;jaritaponen;;;;;;;;;;;;;Replies to;3-5-2021 10:12;@JariTaponen Kyllä! Ano Turtiaiselle pitäisi tehdä sama kuin Trumpille tehtiin. Vittuun kaikilta alustoilta levittä… https://t.co/CH7V1U4cNm;https://twitter.com/i/web/status/1389160883318890497;twitter.com;;3-5-2021 10:12;https://twitter.com/#!/thealiica/status/1389160883318890497;;;1389160883318890497;1389068779288768512
fffbot1;pikanto;;;;;;;;;;;;;Mentions;2-5-2021 15:57;RT @Pikanto: Schwärmt nicht nur vom neuen #DerLetztePodcast mit Tobi Erdmann, sondern lasst euch von ihm dabei auch noch von Schwärmen erzä…;;;derletztepodcast;2-5-2021 15:57;https://twitter.com/#!/fffbot1/status/1388885383539089409;;;1388885383539089409;
fffbot1;pikanto;;;;;;;;;;;;;Mentions;2-5-2021 23:22;RT @Pikanto: Schwärmt nicht nur vom neuen #DerLetztePodcast mit Tobi Erdmann, sondern lasst euch von ihm dabei auch noch von Schwärmen erzä…;;;derletztepodcast;2-5-2021 23:22;https://twitter.com/#!/fffbot1/status/1388997406134607875;;;1388997406134607875;
fffbot1;pikanto;;;;;;;;;;;;;Mentions;3-5-2021 10:12;RT @Pikanto: Schwärmt nicht nur vom neuen #DerLetztePodcast mit Tobi Erdmann, sondern lasst euch von ihm dabei auch noch von Schwärmen erzä…;;;derletztepodcast;3-5-2021 10:12;https://twitter.com/#!/fffbot1/status/1389160951941763079;;;1389160951941763079;
siadasha;bombshelldaily;;;;;;;;;;;;;Mentions;3-5-2021 10:13;"RT @BombshellDAILY: WHY THOSE THAT CONTINUE TO SUPPORT TRUMP ARE INSANE
Clinical explanation from Psychology Today.
#cultism #personality #…";;;cultism personality;3-5-2021 10:13;https://twitter.com/#!/siadasha/status/1389161137057456128;;;1389161137057456128;
joannefromdlh;bombshelldaily;;;;;;;;;;;;;Mentions;3-5-2021 10:14;"RT @BombshellDAILY: WHY THOSE THAT CONTINUE TO SUPPORT TRUMP ARE INSANE
Clinical explanation from Psychology Today.
#cultism #personality #…";;;cultism personality;3-5-2021 10:14;https://twitter.com/#!/joannefromdlh/status/1389161349150920704;;;1389161349150920704;
konlinemarket;bombshelldaily;;;;;;;;;;;;;Mentions;3-5-2021 10:14;"RT @BombshellDAILY: WHY THOSE THAT CONTINUE TO SUPPORT TRUMP ARE INSANE
Clinical explanation from Psychology Today.
#cultism #personality #…";;;cultism personality;3-5-2021 10:14;https://twitter.com/#!/konlinemarket/status/1389161494227701765;;;1389161494227701765;
alesalvi12;davidpuente;;;;;;;;;;;;;Mentions;3-5-2021 10:16;RT @DavidPuente: Dal profilo di uno dei due No vax arrestati con l'accusa di aver organizzato l’attentato incendiario (molotov) al centro t…;;;;3-5-2021 10:16;https://twitter.com/#!/alesalvi12/status/1389161966011392002;;;1389161966011392002;
alesalvi12;davidpuente;;;;;;;;;;;;;Mentions;3-5-2021 10:17;RT @DavidPuente: Dal profilo di uno dei due No vax arrestati con l'accusa di aver organizzato l’attentato incendiario (molotov) al centro t…;;;;3-5-2021 10:17;https://twitter.com/#!/alesalvi12/status/1389162099302182916;;;1389162099302182916;
sebavettels;davidpuente;;;;;;;;;;;;;Mentions;3-5-2021 10:18;RT @DavidPuente: Dal profilo di uno dei due No vax arrestati con l'accusa di aver organizzato l’attentato incendiario (molotov) al centro t…;;;;3-5-2021 10:18;https://twitter.com/#!/sebavettels/status/1389162339937697792;;;1389162339937697792;
rfanciola;davidpuente;;;;;;;;;;;;;Mentions;3-5-2021 10:11;RT @DavidPuente: Dal profilo di uno dei due No vax arrestati con l'accusa di aver organizzato l’attentato incendiario (molotov) al centro t…;;;;3-5-2021 10:11;https://twitter.com/#!/rfanciola/status/1389160577231171584;;;1389160577231171584;
rfanciola;davidpuente;;;;;;;;;;;;;Mentions;3-5-2021 10:22;RT @DavidPuente: Dal profilo di uno dei due No vax arrestati con l'accusa di aver organizzato l’attentato incendiario (molotov) al centro t…;;;;3-5-2021 10:22;https://twitter.com/#!/rfanciola/status/1389163391038730240;;;1389163391038730240;
chemicaleyeguy;chemicaleyeguy;;;;;;;;;;;;;Tweet;3-5-2021 10:22;"Now we know why #BananaRepublicans in the #MAGA cult are OBSESSED with pedophiles - from #CometPizza to #Qanon.

It… https://t.co/Vapk0MDgwk";https://twitter.com/i/web/status/1389163458265034760;twitter.com;bananarepublicans maga cometpizza qanon;3-5-2021 10:22;https://twitter.com/#!/chemicaleyeguy/status/1389163458265034760;;;1389163458265034760;
ruthmkb;ruthmkb;;;;;;;;;;;;;Tweet;2-5-2021 16:18;Montréal’s Biggest #COVIDVaccination Site Shut Down Thanks to Online Fringe Groups, #QAnon Followers and… https://t.co/q3FT5AnNiz;https://twitter.com/i/web/status/1388890609252016135;twitter.com;covidvaccination qanon;2-5-2021 16:18;https://twitter.com/#!/ruthmkb/status/1388890609252016135;;;1388890609252016135;
godfree2;ruthmkb;;;;;;;;;;;;;Mentions;3-5-2021 10:23;RT @ruthmkb: Montréal’s Biggest #COVIDVaccination Site Shut Down Thanks to Online Fringe Groups, #QAnon Followers and #MaximeBernier 😠#cdnp…;;;covidvaccination qanon maximebernier;3-5-2021 10:23;https://twitter.com/#!/godfree2/status/1389163815200251904;;;1389163815200251904;
kenp1958;bombshelldaily;;;;;;;;;;;;;Mentions;3-5-2021 10:25;"RT @BombshellDAILY: WHY THOSE THAT CONTINUE TO SUPPORT TRUMP ARE INSANE
Clinical explanation from Psychology Today.
#cultism #personality #…";;;cultism personality;3-5-2021 10:25;https://twitter.com/#!/kenp1958/status/1389164123083231236;;;1389164123083231236;
m___0_o;m___0_o;;;;;;;;;;;;;Tweet;3-5-2021 10:26;"&gt;&gt;&gt; are you fucking kidding me?!?

#QIntoTheStorm #JimWatkins 

#DangerousIdeas

I'm sorry #Qanon you can't use… https://t.co/W7HcseNu9S";https://twitter.com/i/web/status/1389164370719092738;twitter.com;qintothestorm jimwatkins dangerousideas qanon;3-5-2021 10:26;https://twitter.com/#!/m___0_o/status/1389164370719092738;;;1389164370719092738;1389143933587017733
annalisapanello;davidpuente;;;;;;;;;;;;;Mentions;3-5-2021 10:28;RT @DavidPuente: Dal profilo di uno dei due No vax arrestati con l'accusa di aver organizzato l’attentato incendiario (molotov) al centro t…;;;;3-5-2021 10:28;https://twitter.com/#!/annalisapanello/status/1389164846072094720;;;1389164846072094720;
fzvittoria;davidpuente;;;;;;;;;;;;;Mentions;3-5-2021 10:28;RT @DavidPuente: Dal profilo di uno dei due No vax arrestati con l'accusa di aver organizzato l’attentato incendiario (molotov) al centro t…;;;;3-5-2021 10:28;https://twitter.com/#!/fzvittoria/status/1389164909154471940;;;1389164909154471940;
rick50security;bombshelldaily;;;;;;;;;;;;;Mentions;3-5-2021 10:28;"RT @BombshellDAILY: WHY THOSE THAT CONTINUE TO SUPPORT TRUMP ARE INSANE
Clinical explanation from Psychology Today.
#cultism #personality #…";;;cultism personality;3-5-2021 10:28;https://twitter.com/#!/rick50security/status/1389164944743145474;;;1389164944743145474;
trishmask;bombshelldaily;;;;;;;;;;;;;Mentions;3-5-2021 10:35;"RT @BombshellDAILY: LIE AFTER LIE AFTER LIE
Speaking out against misinformation continues to be the biggest daily story, of the post-trump…";;;;3-5-2021 10:35;https://twitter.com/#!/trishmask/status/1389166771459010560;;;1389166771459010560;
caro67595581;joebiden;;;;;;;;;;;;;Mentions;3-5-2021 10:41;RT @EricNaulleau: Nous sommes le 3 mai 2021 et @JoeBiden n’a toujours pas été arrêté par l’armée contrairement à ce qu’annonçaient tous les…;;;;3-5-2021 10:41;https://twitter.com/#!/caro67595581/status/1389168242627915776;;;1389168242627915776;
caro67595581;ericnaulleau;;;;;;;;;;;;;Mentions;3-5-2021 10:41;RT @EricNaulleau: Nous sommes le 3 mai 2021 et @JoeBiden n’a toujours pas été arrêté par l’armée contrairement à ce qu’annonçaient tous les…;;;;3-5-2021 10:41;https://twitter.com/#!/caro67595581/status/1389168242627915776;;;1389168242627915776;
brggoofy;bombshelldaily;;;;;;;;;;;;;Mentions;3-5-2021 10:50;"RT @BombshellDAILY: LIE AFTER LIE AFTER LIE
Speaking out against misinformation continues to be the biggest daily story, of the post-trump…";;;;3-5-2021 10:50;https://twitter.com/#!/brggoofy/status/1389170412903301121;;;1389170412903301121;
gattamannara72;gattamannara72;;;;;;;;;;;;;Tweet;3-5-2021 10:50;Bisogna ringraziare chi sparge le bufale #Qanon e #novax https://t.co/H4q8iPRTUZ;https://twitter.com/DavidPuente/status/1389148589943894017;twitter.com;qanon novax;3-5-2021 10:50;https://twitter.com/#!/gattamannara72/status/1389170443731365890;;;1389170443731365890;
lialacor;davidpuente;;;;;;;;;;;;;Mentions;3-5-2021 10:54;RT @DavidPuente: Dal profilo di uno dei due No vax arrestati con l'accusa di aver organizzato l’attentato incendiario (molotov) al centro t…;;;;3-5-2021 10:54;https://twitter.com/#!/lialacor/status/1389171515321589761;;;1389171515321589761;
monicasloves;bombshelldaily;;;;;;;;;;;;;Mentions;3-5-2021 10:56;"RT @BombshellDAILY: WHY THOSE THAT CONTINUE TO SUPPORT TRUMP ARE INSANE
Clinical explanation from Psychology Today.
#cultism #personality #…";;;cultism personality;3-5-2021 10:56;https://twitter.com/#!/monicasloves/status/1389171916775251969;;;1389171916775251969;
renatodelorenz2;davidpuente;;;;;;;;;;;;;Mentions;3-5-2021 10:59;RT @DavidPuente: Dal profilo di uno dei due No vax arrestati con l'accusa di aver organizzato l’attentato incendiario (molotov) al centro t…;;;;3-5-2021 10:59;https://twitter.com/#!/renatodelorenz2/status/1389172664263233538;;;1389172664263233538;
blnfestspiele;blnfestspiele;;;;;;;;;;;;;Tweet;3-5-2021 11:01;„This Is Not a Game“ ist zur Zeit verfügbar auf Berliner Festspiele on Demand. Wer möchte, kann sich Arne Vogelgesa… https://t.co/bz86e5hHSd;https://twitter.com/i/web/status/1389173251385987076;twitter.com;;3-5-2021 11:01;https://twitter.com/#!/blnfestspiele/status/1389173251385987076;;;1389173251385987076;
pierosavaresi;davidpuente;;;;;;;;;;;;;Mentions;3-5-2021 11:06;RT @DavidPuente: Dal profilo di uno dei due No vax arrestati con l'accusa di aver organizzato l’attentato incendiario (molotov) al centro t…;;;;3-5-2021 11:06;https://twitter.com/#!/pierosavaresi/status/1389174418174324740;;;1389174418174324740;
miriamcancelli1;littlecarrotq;;;;;;;;;;;;;Mentions;3-5-2021 11:07;"RT @littlecarrotq: #QAnon Revelation 1869
Do people travel to islands to [Fish]?
How many billionaires own islands?
How many billionaires l…";;;qanon;3-5-2021 11:07;https://twitter.com/#!/miriamcancelli1/status/1389174846270185472;;;1389174846270185472;
ericnaulleau;joebiden;;;;;;;;;;;;;Mentions;3-5-2021 06:15;Nous sommes le 3 mai 2021 et @JoeBiden n’a toujours pas été arrêté par l’armée contrairement à ce qu’annonçaient to… https://t.co/D8UjfnB8bp;https://twitter.com/i/web/status/1389101271102238722;twitter.com;;3-5-2021 06:15;https://twitter.com/#!/ericnaulleau/status/1389101271102238722;;;1389101271102238722;
brunocheche;joebiden;;;;;;;;;;;;;Mentions;2-5-2021 17:20;RT @EricNaulleau: Nous sommes le 2 mai 2021 et @JoeBiden n’a toujours pas été arrêté par l’armée contrairement à ce qu’annonçaient tous les…;;;;2-5-2021 17:20;https://twitter.com/#!/brunocheche/status/1388906195663077377;;;1388906195663077377;
brunocheche;joebiden;;;;;;;;;;;;;Mentions;3-5-2021 11:12;RT @EricNaulleau: Nous sommes le 3 mai 2021 et @JoeBiden n’a toujours pas été arrêté par l’armée contrairement à ce qu’annonçaient tous les…;;;;3-5-2021 11:12;https://twitter.com/#!/brunocheche/status/1389176011288457218;;;1389176011288457218;
brunocheche;ericnaulleau;;;;;;;;;;;;;Mentions;2-5-2021 17:20;RT @EricNaulleau: Nous sommes le 2 mai 2021 et @JoeBiden n’a toujours pas été arrêté par l’armée contrairement à ce qu’annonçaient tous les…;;;;2-5-2021 17:20;https://twitter.com/#!/brunocheche/status/1388906195663077377;;;1388906195663077377;
brunocheche;ericnaulleau;;;;;;;;;;;;;Mentions;3-5-2021 11:12;RT @EricNaulleau: Nous sommes le 3 mai 2021 et @JoeBiden n’a toujours pas été arrêté par l’armée contrairement à ce qu’annonçaient tous les…;;;;3-5-2021 11:12;https://twitter.com/#!/brunocheche/status/1389176011288457218;;;1389176011288457218;
sandyth02461164;fbunational;;;;;;;;;;;;;Mentions;3-5-2021 10:12;"@WASPI_Campaign 
@Keir_Starmer  
@UniteUnion
@GMB_union 
@RMTunion  
@CWUnews 
@NASUWT 
@MhairiBlack 
@fbunational… https://t.co/aRTehaaGsN";https://twitter.com/i/web/status/1389160841484939264;twitter.com;;3-5-2021 10:12;https://twitter.com/#!/sandyth02461164/status/1389160841484939264;;;1389160841484939264;
sandyth02461164;fbunational;;;;;;;;;;;;;Mentions;3-5-2021 11:01;"@WASPI_Campaign 
@Keir_Starmer  
@UniteUnion
@GMB_union 
@RMTunion  
@CWUnews 
@NASUWT 
@MhairiBlack 
@fbunational… https://t.co/RFIZQx456I";https://twitter.com/i/web/status/1389173294398590979;twitter.com;;3-5-2021 11:01;https://twitter.com/#!/sandyth02461164/status/1389173294398590979;;;1389173294398590979;
sandyth02461164;fbunational;;;;;;;;;;;;;Mentions;3-5-2021 11:04;"@WASPI_Campaign 
@Keir_Starmer  
@UniteUnion
@GMB_union 
@RMTunion  
@CWUnews 
@NASUWT 
@MhairiBlack 
@fbunational… https://t.co/HvWHJDnqdN";https://twitter.com/i/web/status/1389173979445960714;twitter.com;;3-5-2021 11:04;https://twitter.com/#!/sandyth02461164/status/1389173979445960714;;;1389173979445960714;
sandyth02461164;fbunational;;;;;;;;;;;;;Mentions;3-5-2021 11:17;"@WASPI_Campaign 
@Keir_Starmer  
@UniteUnion
@GMB_union 
@RMTunion  
@CWUnews 
@NASUWT 
@MhairiBlack 
@fbunational… https://t.co/kCmtJVjUYs";https://twitter.com/i/web/status/1389177168165490692;twitter.com;;3-5-2021 11:17;https://twitter.com/#!/sandyth02461164/status/1389177168165490692;;;1389177168165490692;
sandyth02461164;mhairiblack;;;;;;;;;;;;;Mentions;3-5-2021 10:12;"@WASPI_Campaign 
@Keir_Starmer  
@UniteUnion
@GMB_union 
@RMTunion  
@CWUnews 
@NASUWT 
@MhairiBlack 
@fbunational… https://t.co/aRTehaaGsN";https://twitter.com/i/web/status/1389160841484939264;twitter.com;;3-5-2021 10:12;https://twitter.com/#!/sandyth02461164/status/1389160841484939264;;;1389160841484939264;
sandyth02461164;mhairiblack;;;;;;;;;;;;;Mentions;3-5-2021 11:01;"@WASPI_Campaign 
@Keir_Starmer  
@UniteUnion
@GMB_union 
@RMTunion  
@CWUnews 
@NASUWT 
@MhairiBlack 
@fbunational… https://t.co/RFIZQx456I";https://twitter.com/i/web/status/1389173294398590979;twitter.com;;3-5-2021 11:01;https://twitter.com/#!/sandyth02461164/status/1389173294398590979;;;1389173294398590979;
sandyth02461164;mhairiblack;;;;;;;;;;;;;Mentions;3-5-2021 11:04;"@WASPI_Campaign 
@Keir_Starmer  
@UniteUnion
@GMB_union 
@RMTunion  
@CWUnews 
@NASUWT 
@MhairiBlack 
@fbunational… https://t.co/HvWHJDnqdN";https://twitter.com/i/web/status/1389173979445960714;twitter.com;;3-5-2021 11:04;https://twitter.com/#!/sandyth02461164/status/1389173979445960714;;;1389173979445960714;
sandyth02461164;mhairiblack;;;;;;;;;;;;;Mentions;3-5-2021 11:17;"@WASPI_Campaign 
@Keir_Starmer  
@UniteUnion
@GMB_union 
@RMTunion  
@CWUnews 
@NASUWT 
@MhairiBlack 
@fbunational… https://t.co/kCmtJVjUYs";https://twitter.com/i/web/status/1389177168165490692;twitter.com;;3-5-2021 11:17;https://twitter.com/#!/sandyth02461164/status/1389177168165490692;;;1389177168165490692;
sandyth02461164;nasuwt;;;;;;;;;;;;;Mentions;3-5-2021 10:12;"@WASPI_Campaign 
@Keir_Starmer  
@UniteUnion
@GMB_union 
@RMTunion  
@CWUnews 
@NASUWT 
@MhairiBlack 
@fbunational… https://t.co/aRTehaaGsN";https://twitter.com/i/web/status/1389160841484939264;twitter.com;;3-5-2021 10:12;https://twitter.com/#!/sandyth02461164/status/1389160841484939264;;;1389160841484939264;
sandyth02461164;nasuwt;;;;;;;;;;;;;Mentions;3-5-2021 11:01;"@WASPI_Campaign 
@Keir_Starmer  
@UniteUnion
@GMB_union 
@RMTunion  
@CWUnews 
@NASUWT 
@MhairiBlack 
@fbunational… https://t.co/RFIZQx456I";https://twitter.com/i/web/status/1389173294398590979;twitter.com;;3-5-2021 11:01;https://twitter.com/#!/sandyth02461164/status/1389173294398590979;;;1389173294398590979;
sandyth02461164;nasuwt;;;;;;;;;;;;;Mentions;3-5-2021 11:04;"@WASPI_Campaign 
@Keir_Starmer  
@UniteUnion
@GMB_union 
@RMTunion  
@CWUnews 
@NASUWT 
@MhairiBlack 
@fbunational… https://t.co/HvWHJDnqdN";https://twitter.com/i/web/status/1389173979445960714;twitter.com;;3-5-2021 11:04;https://twitter.com/#!/sandyth02461164/status/1389173979445960714;;;1389173979445960714;
sandyth02461164;nasuwt;;;;;;;;;;;;;Mentions;3-5-2021 11:17;"@WASPI_Campaign 
@Keir_Starmer  
@UniteUnion
@GMB_union 
@RMTunion  
@CWUnews 
@NASUWT 
@MhairiBlack 
@fbunational… https://t.co/kCmtJVjUYs";https://twitter.com/i/web/status/1389177168165490692;twitter.com;;3-5-2021 11:17;https://twitter.com/#!/sandyth02461164/status/1389177168165490692;;;1389177168165490692;
sandyth02461164;cwunews;;;;;;;;;;;;;Mentions;3-5-2021 10:12;"@WASPI_Campaign 
@Keir_Starmer  
@UniteUnion
@GMB_union 
@RMTunion  
@CWUnews 
@NASUWT 
@MhairiBlack 
@fbunational… https://t.co/aRTehaaGsN";https://twitter.com/i/web/status/1389160841484939264;twitter.com;;3-5-2021 10:12;https://twitter.com/#!/sandyth02461164/status/1389160841484939264;;;1389160841484939264;
sandyth02461164;cwunews;;;;;;;;;;;;;Mentions;3-5-2021 11:01;"@WASPI_Campaign 
@Keir_Starmer  
@UniteUnion
@GMB_union 
@RMTunion  
@CWUnews 
@NASUWT 
@MhairiBlack 
@fbunational… https://t.co/RFIZQx456I";https://twitter.com/i/web/status/1389173294398590979;twitter.com;;3-5-2021 11:01;https://twitter.com/#!/sandyth02461164/status/1389173294398590979;;;1389173294398590979;
sandyth02461164;cwunews;;;;;;;;;;;;;Mentions;3-5-2021 11:04;"@WASPI_Campaign 
@Keir_Starmer  
@UniteUnion
@GMB_union 
@RMTunion  
@CWUnews 
@NASUWT 
@MhairiBlack 
@fbunational… https://t.co/HvWHJDnqdN";https://twitter.com/i/web/status/1389173979445960714;twitter.com;;3-5-2021 11:04;https://twitter.com/#!/sandyth02461164/status/1389173979445960714;;;1389173979445960714;
sandyth02461164;cwunews;;;;;;;;;;;;;Mentions;3-5-2021 11:17;"@WASPI_Campaign 
@Keir_Starmer  
@UniteUnion
@GMB_union 
@RMTunion  
@CWUnews 
@NASUWT 
@MhairiBlack 
@fbunational… https://t.co/kCmtJVjUYs";https://twitter.com/i/web/status/1389177168165490692;twitter.com;;3-5-2021 11:17;https://twitter.com/#!/sandyth02461164/status/1389177168165490692;;;1389177168165490692;
sandyth02461164;rmtunion;;;;;;;;;;;;;Mentions;3-5-2021 10:12;"@WASPI_Campaign 
@Keir_Starmer  
@UniteUnion
@GMB_union 
@RMTunion  
@CWUnews 
@NASUWT 
@MhairiBlack 
@fbunational… https://t.co/aRTehaaGsN";https://twitter.com/i/web/status/1389160841484939264;twitter.com;;3-5-2021 10:12;https://twitter.com/#!/sandyth02461164/status/1389160841484939264;;;1389160841484939264;
sandyth02461164;rmtunion;;;;;;;;;;;;;Mentions;3-5-2021 11:01;"@WASPI_Campaign 
@Keir_Starmer  
@UniteUnion
@GMB_union 
@RMTunion  
@CWUnews 
@NASUWT 
@MhairiBlack 
@fbunational… https://t.co/RFIZQx456I";https://twitter.com/i/web/status/1389173294398590979;twitter.com;;3-5-2021 11:01;https://twitter.com/#!/sandyth02461164/status/1389173294398590979;;;1389173294398590979;
sandyth02461164;rmtunion;;;;;;;;;;;;;Mentions;3-5-2021 11:04;"@WASPI_Campaign 
@Keir_Starmer  
@UniteUnion
@GMB_union 
@RMTunion  
@CWUnews 
@NASUWT 
@MhairiBlack 
@fbunational… https://t.co/HvWHJDnqdN";https://twitter.com/i/web/status/1389173979445960714;twitter.com;;3-5-2021 11:04;https://twitter.com/#!/sandyth02461164/status/1389173979445960714;;;1389173979445960714;
sandyth02461164;rmtunion;;;;;;;;;;;;;Mentions;3-5-2021 11:17;"@WASPI_Campaign 
@Keir_Starmer  
@UniteUnion
@GMB_union 
@RMTunion  
@CWUnews 
@NASUWT 
@MhairiBlack 
@fbunational… https://t.co/kCmtJVjUYs";https://twitter.com/i/web/status/1389177168165490692;twitter.com;;3-5-2021 11:17;https://twitter.com/#!/sandyth02461164/status/1389177168165490692;;;1389177168165490692;
sandyth02461164;gmb_union;;;;;;;;;;;;;Mentions;3-5-2021 10:12;"@WASPI_Campaign 
@Keir_Starmer  
@UniteUnion
@GMB_union 
@RMTunion  
@CWUnews 
@NASUWT 
@MhairiBlack 
@fbunational… https://t.co/aRTehaaGsN";https://twitter.com/i/web/status/1389160841484939264;twitter.com;;3-5-2021 10:12;https://twitter.com/#!/sandyth02461164/status/1389160841484939264;;;1389160841484939264;
