;;Visual Properties;;;;;Labels;;;Graph Metrics;Do Not Edit;;Other Columns;;;;;;;;;;;;
Vertex 1;Vertex 2;Color;Width;Style;Opacity;Visibility;Label;Label Text Color;Label Font Size;Reciprocated?;ID;Dynamic Filter;Add Your Own Columns Here;Relationship;Relationship Date (UTC);Tweet;URLs in Tweet;Domains in Tweet;Hashtags in Tweet;Tweet Date (UTC);Twitter Page for Tweet;Latitude;Longitude;Imported ID;In-Reply-To Tweet ID
povermania;infocadl2015;;;;;;;;;;;;;Replies to;22-4-2021 15:43;@Infocadl2015 #wappie Hoekstra;;;wappie;22-4-2021 15:43;https://twitter.com/#!/povermania/status/1385258073841938433;;;1385258073841938433;1385256746537689103
povermania;iknet;;;;;;;;;;;;;Replies to;22-4-2021 14:31;@IkNet Ik kan die man niet meer luchten of zien, wat een #wappie;;;wappie;22-4-2021 14:31;https://twitter.com/#!/povermania/status/1385239764656340992;;;1385239764656340992;1385236317911633921
wilbertgort;marcelbar8;;;;;;;;;;;;;Mentions;22-4-2021 15:24;@mvdnbrk @marcelbar8 @WybrenvanHaga Aha. @mvdnbrk = #wappie.;;;wappie;22-4-2021 15:24;https://twitter.com/#!/wilbertgort/status/1385253057555058690;;;1385253057555058690;1385252744479580160
mvdnbrk;marcelbar8;;;;;;;;;;;;;Mentions;22-4-2021 16:22;@sil_ver_sur_fer @WilbertGort @dutchieBthatsme @marcelbar8 @WybrenvanHaga Grappig is juist dat ik me uitermate goed… https://t.co/gSxSHCC2OC;https://twitter.com/i/web/status/1385267723295412229;twitter.com;;22-4-2021 16:22;https://twitter.com/#!/mvdnbrk/status/1385267723295412229;;;1385267723295412229;1385265592941387776
mvdnbrk;dutchiebthatsme;;;;;;;;;;;;;Mentions;22-4-2021 16:22;@sil_ver_sur_fer @WilbertGort @dutchieBthatsme @marcelbar8 @WybrenvanHaga Grappig is juist dat ik me uitermate goed… https://t.co/gSxSHCC2OC;https://twitter.com/i/web/status/1385267723295412229;twitter.com;;22-4-2021 16:22;https://twitter.com/#!/mvdnbrk/status/1385267723295412229;;;1385267723295412229;1385265592941387776
wilbertgort;wybrenvanhaga;;;;;;;;;;;;;Mentions;22-4-2021 15:24;@mvdnbrk @marcelbar8 @WybrenvanHaga Aha. @mvdnbrk = #wappie.;;;wappie;22-4-2021 15:24;https://twitter.com/#!/wilbertgort/status/1385253057555058690;;;1385253057555058690;1385252744479580160
wilbertgort;mvdnbrk;;;;;;;;;;;;;Replies to;22-4-2021 15:24;@mvdnbrk @marcelbar8 @WybrenvanHaga Aha. @mvdnbrk = #wappie.;;;wappie;22-4-2021 15:24;https://twitter.com/#!/wilbertgort/status/1385253057555058690;;;1385253057555058690;1385252744479580160
mvdnbrk;wilbertgort;;;;;;;;;;;;;Mentions;22-4-2021 16:22;@sil_ver_sur_fer @WilbertGort @dutchieBthatsme @marcelbar8 @WybrenvanHaga Grappig is juist dat ik me uitermate goed… https://t.co/gSxSHCC2OC;https://twitter.com/i/web/status/1385267723295412229;twitter.com;;22-4-2021 16:22;https://twitter.com/#!/mvdnbrk/status/1385267723295412229;;;1385267723295412229;1385265592941387776
mvdnbrk;sil_ver_sur_fer;;;;;;;;;;;;;Replies to;22-4-2021 16:22;@sil_ver_sur_fer @WilbertGort @dutchieBthatsme @marcelbar8 @WybrenvanHaga Grappig is juist dat ik me uitermate goed… https://t.co/gSxSHCC2OC;https://twitter.com/i/web/status/1385267723295412229;twitter.com;;22-4-2021 16:22;https://twitter.com/#!/mvdnbrk/status/1385267723295412229;;;1385267723295412229;1385265592941387776
mvdnbrk;wybrenvanhaga;;;;;;;;;;;;;Mentions;22-4-2021 16:22;@sil_ver_sur_fer @WilbertGort @dutchieBthatsme @marcelbar8 @WybrenvanHaga Grappig is juist dat ik me uitermate goed… https://t.co/gSxSHCC2OC;https://twitter.com/i/web/status/1385267723295412229;twitter.com;;22-4-2021 16:22;https://twitter.com/#!/mvdnbrk/status/1385267723295412229;;;1385267723295412229;1385265592941387776
perdokkie;perdokkie;;;;;;;;;;;;;Tweet;22-4-2021 16:50;Het is een been. #wappie https://t.co/uyjABSKI1f;https://twitter.com/perdokkie/status/1385265804984430595;twitter.com;wappie;22-4-2021 16:50;https://twitter.com/#!/perdokkie/status/1385274906951172096;;;1385274906951172096;
waneijs;olafleeuwis;;;;;;;;;;;;;Replies to;22-4-2021 17:17;"@OlafLeeuwis En het erge is.... die daap van een Marten meent het nog ook!

#Wappie https://t.co/iOhEkOsQpy";;;wappie;22-4-2021 17:17;https://twitter.com/#!/waneijs/status/1385281549873164295;;;1385281549873164295;1385213225441038340
eddie21220065;tarrasssamira;;;;;;;;;;;;;Replies to;22-4-2021 18:41;@TarrassSamira Ik sta met open mond naar de volgzame medeburgers te kijken...we worden overduidelijk richting afgro… https://t.co/oggRsCS2eK;https://twitter.com/i/web/status/1385302703883100162;twitter.com;;22-4-2021 18:41;https://twitter.com/#!/eddie21220065/status/1385302703883100162;;;1385302703883100162;1385300882284322816
privacy1984;marcvegt;;;;;;;;;;;;;Mentions;22-4-2021 18:43;"RT @MarcVegt: Tja... een digitaal biometrisch paspoort met vaccins . #wappie !

https://t.co/apUc4ogNDV";https://www.biometricupdate.com/201909/id2020-and-partners-launch-program-to-provide-digital-id-with-vaccines;biometricupdate.com;wappie;22-4-2021 18:43;https://twitter.com/#!/privacy1984/status/1385303279136092160;;;1385303279136092160;
fartvader4;wappiespotter;;;;;;;;;;;;;Mentions;22-4-2021 18:55;@Pijnappelklier @WappieSpotter heb je al gestemd? Kijk eens wat een mooi exemplaar weer. #wappie;;;wappie;22-4-2021 18:55;https://twitter.com/#!/fartvader4/status/1385306166465646597;;;1385306166465646597;1385202033255403522
fartvader4;pijnappelklier;;;;;;;;;;;;;Replies to;22-4-2021 18:55;@Pijnappelklier @WappieSpotter heb je al gestemd? Kijk eens wat een mooi exemplaar weer. #wappie;;;wappie;22-4-2021 18:55;https://twitter.com/#!/fartvader4/status/1385306166465646597;;;1385306166465646597;1385202033255403522
changnoi2018;vriendenv;;;;;;;;;;;;;Replies to;22-4-2021 19:35;@VriendenV #wappie;;;wappie;22-4-2021 19:35;https://twitter.com/#!/changnoi2018/status/1385316396205285382;;;1385316396205285382;1385171220316950528
joopb68lfc;joopb68lfc;;;;;;;;;;;;;Tweet;22-4-2021 19:42;🤪 #wappie #backfire #pollfuck https://t.co/cyWaR0aOSZ;;;wappie backfire pollfuck;22-4-2021 19:42;https://twitter.com/#!/joopb68lfc/status/1385318184610377737;;;1385318184610377737;
santos1995nl;santos1995nl;;;;;;;;;;;;;Tweet;22-4-2021 21:37;Hoe tijden toch kunnen veranderen 😂 #Corona #Lockdown #Wappie https://t.co/QzXv8aNAgO;;;corona lockdown wappie;22-4-2021 21:37;https://twitter.com/#!/santos1995nl/status/1385346958152413190;;;1385346958152413190;
verburghpastoor;marco_blanker;;;;;;;;;;;;;Mentions;23-4-2021 02:36;Wie is die #Wappie @Marco_Blanker ? Lekkere collega ben je dan...;;;wappie;23-4-2021 02:36;https://twitter.com/#!/verburghpastoor/status/1385422208961556489;;;1385422208961556489;
